,x,y,z,c
0,0.20000000298023224,0.9700824618339539,-0.5,4.643999594600157e-12
1,0.20000000298023224,0.9700824618339539,-0.484375,5.836231237871248e-12
2,0.20000000298023224,0.9700824618339539,-0.46875,7.499673625177561e-12
3,0.20000000298023224,0.9700824618339539,-0.453125,9.182454276113194e-12
4,0.20000000298023224,0.9700824618339539,-0.4375,1.0816176947148204e-11
5,0.20000000298023224,0.9700824618339539,-0.421875,1.2291819471987875e-11
6,0.20000000298023224,0.9700824618339539,-0.40625,1.351115747061371e-11
7,0.20000000298023224,0.9700824618339539,-0.390625,1.4383470109402552e-11
8,0.20000000298023224,0.9700824618339539,-0.375,1.4837199177608618e-11
9,0.20000000298023224,0.9700824618339539,-0.359375,1.4807840717501186e-11
10,0.20000000298023224,0.9700824618339539,-0.34375,1.424124186633069e-11
11,0.20000000298023224,0.9700824618339539,-0.328125,1.308991109949531e-11
12,0.20000000298023224,0.9700824618339539,-0.3125,1.1321506232508938e-11
13,0.20000000298023224,0.9700824618339539,-0.296875,8.917377253281344e-12
14,0.20000000298023224,0.9700824618339539,-0.28125,5.88914464069723e-12
15,0.20000000298023224,0.9700824618339539,-0.265625,2.3287712903885538e-12
16,0.20000000298023224,0.9700824618339539,-0.25,-1.520596148996134e-12
17,0.20000000298023224,0.9700824618339539,-0.234375,-5.214641652512286e-12
18,0.20000000298023224,0.9700824618339539,-0.21875,-8.157123414231915e-12
19,0.20000000298023224,0.9700824618339539,-0.203125,-9.953078292102013e-12
20,0.20000000298023224,0.9700824618339539,-0.1875,-1.1027820150111278e-11
21,0.20000000298023224,0.9700824618339539,0.1875,-6.658804584114275e-12
22,0.20000000298023224,0.9700824618339539,0.203125,-4.945079068452429e-12
23,0.20000000298023224,0.9700824618339539,0.21875,-2.6851496286867116e-12
24,0.20000000298023224,0.9700824618339539,0.234375,4.4324109270063583e-13
25,0.20000000298023224,0.9700824618339539,0.25,3.997216186518715e-12
26,0.20000000298023224,0.9700824618339539,0.265625,7.384129765974912e-12
27,0.20000000298023224,0.9700824618339539,0.28125,1.024182821884878e-11
28,0.20000000298023224,0.9700824618339539,0.296875,1.2461164045074469e-11
29,0.20000000298023224,0.9700824618339539,0.3125,1.405582508023917e-11
30,0.20000000298023224,0.9700824618339539,0.328125,1.5080322407490243e-11
31,0.20000000298023224,0.9700824618339539,0.34375,1.558328292794453e-11
32,0.20000000298023224,0.9700824618339539,0.359375,1.559675825990592e-11
33,0.20000000298023224,0.9700824618339539,0.375,1.5152178123312154e-11
34,0.20000000298023224,0.9700824618339539,0.390625,1.4293433624190666e-11
35,0.20000000298023224,0.9700824618339539,0.40625,1.309100657737039e-11
36,0.20000000298023224,0.9700824618339539,0.421875,1.1631382489107889e-11
37,0.20000000298023224,0.9700824618339539,0.4375,1.0013376412765229e-11
38,0.20000000298023224,0.9700824618339539,0.453125,8.328079545427691e-12
39,0.20000000298023224,0.9700824618339539,0.46875,6.666712321079515e-12
40,0.20000000298023224,0.9700824618339539,0.484375,5.082560240732281e-12
41,0.20000000298023224,0.9700824618339539,0.5,3.974532074985104e-12
42,0.20000000298023224,0.9700824618339539,-0.171875,-1.2994393755461076e-11
43,0.20000000298023224,0.9700824618339539,-0.15625,-1.5841713357778175e-11
44,0.20000000298023224,0.9700824618339539,-0.140625,-1.9482302923701234e-11
45,0.20000000298023224,0.9700824618339539,-0.125,-2.3240969912463605e-11
46,0.20000000298023224,0.9700824618339539,-0.109375,-2.6290879195922656e-11
